MD,WOBA,SPPA,TQA,ROPA,RPMA,MFIA,HKLA,Gamma
1760.7,5.395,21.075,7.935,0.7,80.5,5056.21,102.045,59.2903
1760.8,4.23,20.9,7.5,0.54,80.5,5051.525,103.21,54.3138
1760.9,3.51,20.54,6.32,0.76,80.0,5051.27,103.93,52.042
1761.0,3.48,20.76,7.21,1.135,80.0,5049.9400000000005,103.96,53.9498
1761.2,3.37,20.76,7.84,1.3,80.0,5051.08,104.07,55.4023
1761.5,4.45,21.19,7.105,1.105,79.5,5049.12,102.99,53.9194
1761.7,5.655,21.52,10.07,1.455,79.5,5052.41,101.785,54.1806
1761.8,5.91,21.44,11.115,1.335,79.5,5056.21,101.53,54.9835
1761.9,5.57,21.485,11.26,0.92,80.0,5055.195,101.87,56.0583
1762.4,4.94,21.2,10.5,0.69,80.0,5053.17,102.5,57.0957
1762.5,4.800000000000001,21.285,9.595,0.895,80.0,5054.625,102.64,57.0058
1762.6,5.255,21.48,10.935,1.24,79.5,5055.2,102.185,56.8135
1762.7,5.44,21.57,10.16,1.015,79.5,5056.335,102.0,56.2291
1762.8,5.984999999999999,21.67,11.175,1.17,79.5,5057.35,101.455,55.478
1763.0,6.315,21.625,10.955,0.855,79.5,5058.424999999999,101.125,54.8714
1763.1,6.355,21.5,10.38,0.925,80.0,5058.045,101.085,55.664
1763.2,5.88,21.285,9.695,0.845,79.5,5057.16,101.56,56.9224
1763.4,5.33,21.015,8.469999999999999,0.53,79.5,5051.78,102.11,58.9831
1763.5,5.145,20.975,8.23,0.55,80.0,5051.78,102.295,59.8461
1763.6,5.55,21.145,8.415,0.55,79.5,5051.02,101.89,61.0614
1764.0,5.109999999999999,20.875,7.435,0.43,79.5,5053.17,102.33,62.3987
1764.1,5.029999999999999,20.93,8.39,0.43,79.5,5051.97,102.41,60.4791
1764.3,5.415,20.795,8.129999999999999,0.48,79.5,5053.865,102.025,57.6255
1764.4,5.19,20.77,7.67,0.44,79.5,5049.625,102.25,57.3375
1764.5,5.45,20.995,8.8,0.6100000000000001,79.5,5048.549999999999,101.99,57.6584
1764.6,5.84,21.21,7.835000000000001,0.8500000000000001,80.0,5049.625,101.6,58.268
1764.7,6.045,21.380000000000003,9.06,0.875,79.5,5052.475,101.395,58.8674
1764.8,6.095,21.405,9.515,0.995,79.5,5054.8150000000005,101.355,59.3306
1764.9,5.44,21.06,7.48,0.97,80.0,5052.28,102.0,59.6268
1765.2,5.359999999999999,21.32,8.965,0.97,79.5,5052.98,102.08,60.2538
1765.3,5.615,21.485,9.16,1.0699999999999998,79.5,5053.675,101.825,59.5494
1765.4,5.295,21.275,9.94,0.75,79.5,5055.195,102.145,58.499
1765.6,5.315,21.105,9.29,0.685,79.5,5055.325,102.125,57.7149
1765.7,5.175000000000001,20.985,9.44,0.525,80.0,5054.06,102.265,58.1233
1765.8,5.46,21.07,10.305,0.715,79.5,5054.185,101.98,58.5192
1765.9,5.699999999999999,21.200000000000003,10.575,0.61,79.5,5055.705,101.74,58.6989
1766.0,5.515,21.065,9.1,0.535,80.0,5055.83,101.925,59.0159
1766.1,5.535,21.1,8.559999999999999,0.625,80.0,5056.145,101.905,59.5725
1766.2,5.735,21.25,9.2,0.625,79.5,5055.514999999999,101.705,59.8693
