MD,TVA,RPMA,WOBA,ROPA
276.4,87.03,62.0,1.385,17.3
276.5,86.25,77.0,1.71,17.0
276.6,86.045,76.5,0.7,17.0
276.7,86.09,72.0,0.15,11.6
276.8,86.07,68.0,0.34,11.6
276.9,86.28,68.0,0.27,12.7
277.0,86.275,68.0,0.24,12.7
277.1,86.255,68.0,0.235,15.75
277.2,86.22,68.0,0.2299999999999999,15.75
277.3,86.09,68.0,0.245,23.900000000000002
277.4,85.76,68.0,0.26,29.0
277.5,85.43,68.0,0.22,15.5
277.6,85.71000000000001,67.0,0.11,15.5
277.7,86.0,68.0,0.02,19.2
277.8,85.995,68.0,0.095,19.2
277.9,86.02,68.0,0.22,18.45
278.0,85.96,68.0,0.64,17.7
278.1,85.95,68.0,0.53,15.0
278.2,85.765,68.0,0.455,15.0
278.3,85.78,68.0,0.44,18.799999999999997
278.4,85.61,68.0,0.42,22.599999999999998
278.6,85.84,68.0,0.31,27.9
278.7,86.03,67.0,0.21,31.7
278.8,86.0,68.0,0.235,31.7
278.9,85.945,68.0,0.21,25.25
279.0,85.875,68.0,0.15,18.799999999999997
279.1,85.875,68.0,0.125,26.75
279.2,85.86500000000001,68.0,0.115,34.7
279.3,85.875,68.0,0.13,28.200000000000003
279.4,85.83500000000001,68.0,0.13,21.7
279.5,85.83,68.0,0.13,26.0
279.6,85.9,68.0,0.25,26.0
279.7,85.91,68.0,0.385,27.7
279.8,85.945,68.0,0.62,27.7
279.9,85.945,68.0,0.755,24.45
280.0,85.995,68.0,0.75,24.45
280.1,86.025,68.0,0.65,23.700000000000003
280.2,86.13,68.0,0.26,23.599999999999998
280.3,86.055,68.0,0.5,20.2
280.4,86.095,67.0,1.085,20.2
280.5,86.0,68.0,1.39,17.7
280.6,85.97,68.0,1.3250000000000002,17.7
280.7,86.025,68.0,1.27,19.2
280.8,86.085,68.0,1.1549999999999998,20.7
280.9,86.07499999999999,67.5,1.145,20.7
281.0,86.25,67.0,1.14,14.7
