MD,TVA,RPMA,WOBA,ROPA
1760.7,85.92,80.5,5.395,7.0
1760.8,86.065,80.5,4.23,5.4
1760.9,86.22,80.0,3.51,7.6
1761.0,86.32,80.0,3.48,11.35
1761.2,86.68,80.0,3.37,13.0
1761.3,86.905,78.5,3.96,7.3
1761.4,86.9,79.0,3.98,7.3
1761.5,86.86,79.5,4.45,11.05
1761.7,87.07,79.5,5.655,14.55
1761.8,87.61,79.5,5.91,13.35
1761.9,87.68,80.0,5.57,9.200000000000001
1762.0,87.75,79.0,5.36,12.5
1762.1,87.85,79.0,5.335,12.25
1762.2,87.95,79.0,5.57,12.0
1762.3,88.03,79.0,4.96,3.1
1762.4,88.12,80.0,4.94,6.8999999999999995
1762.5,88.39,80.0,4.800000000000001,8.95
1762.6,88.55,79.5,5.255,12.4
1762.7,88.67,79.5,5.44,10.149999999999999
1762.8,88.64,79.5,5.984999999999999,11.7
1762.9,88.64,79.0,6.115,8.8
1763.0,88.74000000000001,79.5,6.315,8.55
1763.1,89.14,80.0,6.355,9.25
1763.2,89.405,79.5,5.88,8.45
1763.3,89.5,79.0,5.09,6.4
1763.4,89.86500000000001,79.5,5.33,5.300000000000001
1763.5,90.13,80.0,5.145,5.5
1763.6,90.18,79.5,5.55,5.5
1763.7,90.29,79.0,6.05,9.1
1763.9,90.84,79.0,6.5,13.899999999999999
1764.0,90.91,79.5,5.109999999999999,4.3
1764.1,90.995,79.5,5.029999999999999,4.3
1764.2,91.57,79.0,5.69,10.9
1764.3,91.93,79.5,5.415,4.8
1764.4,92.155,79.5,5.19,4.4
1764.5,92.305,79.5,5.45,6.100000000000001
1764.6,92.42,80.0,5.84,8.5
1764.7,92.7,79.5,6.045,8.75
1764.8,92.89,79.5,6.095,9.95
1764.9,93.09,80.0,5.44,9.7
1765.0,93.37,79.0,5.57,6.5
1765.1,93.41,79.0,5.470000000000001,8.100000000000001
1765.2,93.55,79.5,5.359999999999999,9.7
1765.3,93.715,79.5,5.615,10.7
1765.4,93.82,79.5,5.295,7.5
1765.5,93.95,79.0,4.51,3.3000000000000003
1765.6,94.295,79.5,5.315,6.8500000000000005
1765.7,94.58,80.0,5.175000000000001,5.25
1765.8,94.83,79.5,5.46,7.1499999999999995
1765.9,94.895,79.5,5.699999999999999,6.1
1766.0,94.97,80.0,5.515,5.3500000000000005
1766.1,95.145,80.0,5.535,6.25
1766.2,95.305,79.5,5.735,6.25
1766.3,95.62,80.0,5.76,6.100000000000001
1766.4,95.83,79.0,5.47,5.6000000000000005
1766.5,95.945,79.0,5.52,7.9
1766.6,96.05,80.0,5.53,10.2
1766.7,96.265,80.0,5.275,7.55
1766.8,96.485,80.0,5.22,7.55
1766.9,96.545,80.0,5.494999999999999,8.75
1767.0,96.605,80.0,5.535,12.0
