MD,TVA,RPMA,WOBA,ROPA
1620.4,38.76,79.0,7.95,0.13
1620.5,38.54,79.0,8.7,0.06
1620.6,38.35,79.0,8.62,0.09
1620.7,38.54,79.0,4.93,0.09
1620.8,38.13,79.0,5.225,0.09
1620.9,38.49,79.0,7.28,0.11
1621.0,38.44,79.0,7.84,0.145
1621.1,38.035,79.0,7.98,0.18
1621.2,37.9,79.0,8.11,0.18
1621.3,38.28,79.0,8.075,0.19
1621.4,38.185,79.0,8.29,0.195
1621.5,37.8,79.0,8.39,0.2
1621.6,38.34,79.0,8.33,0.2
1621.7,38.1,79.0,8.77,0.18
1621.8,39.18,79.0,5.825,0.15
1621.9,38.95,79.0,7.0,0.12
1622.0,39.21,79.0,8.11,0.12
1622.1,39.435,79.0,8.205,0.19
1622.2,39.71,79.0,7.67,0.19
1622.3,39.56,79.0,6.22,0.16
1622.4,40.6,79.0,5.92,0.11
1622.5,41.16,79.0,6.404999999999999,0.11
1622.6,41.33,79.0,6.73,0.11
1622.7,41.685,79.0,6.890000000000001,0.13
1622.8,42.025,79.0,7.255000000000001,0.13
1622.9,42.195,79.0,7.43,0.15
1623.0,42.49,79.0,7.375,0.145
1623.1,42.6,79.0,7.43,0.14
1623.2,43.08,79.0,8.2,0.14
1623.3,43.5,79.0,8.1,0.16
1623.4,43.5,79.0,7.325,0.145
1623.5,43.94,79.0,7.05,0.13
1623.6,44.23,79.0,7.295,0.14
1623.7,44.23,79.0,8.309999999999999,0.15
1623.8,44.5,79.0,7.04,0.15
1623.9,45.055,79.0,5.865,0.12
1624.0,45.28,79.0,6.1850000000000005,0.12
1624.1,45.61,79.0,7.085,0.1699999999999999
1624.3,46.02,79.0,7.285,0.19
1624.4,46.08,79.0,7.425000000000001,0.185
1624.5,45.97,79.0,7.105,0.18
1624.6,46.67,79.0,6.84,0.18
1624.7,46.77,79.0,6.72,0.17
1624.8,46.905,79.0,6.61,0.17
1624.9,47.43,79.0,6.85,0.19
1625.0,47.295,79.0,6.605,0.19
1625.1,47.57,79.0,6.6,0.19
1625.2,47.46,79.0,6.595,0.19
1625.3,47.74,79.0,6.425,0.2
1625.4,47.83,79.0,6.595,0.2
1625.5,48.5,79.0,6.67,0.2
1625.6,48.405,79.0,6.645,0.22
1625.7,48.75,79.0,6.73,0.24
1625.8,48.59,79.0,6.975,0.2299999999999999
1625.9,48.8,79.0,7.02,0.22
1626.0,48.92,79.0,7.0600000000000005,0.225
1626.1,49.255,79.0,7.43,0.23
1626.2,49.13,79.0,7.46,0.23
1626.3,49.38,79.0,7.785,0.22
1626.4,49.72,79.0,7.705,0.22
1626.5,49.89,79.0,7.4,0.22
1626.6,49.655,79.0,7.54,0.215
1626.7,49.605,79.0,7.59,0.21
1626.8,49.74,79.0,7.69,0.21
1626.9,49.5,79.0,7.605,0.22
1627.0,49.400000000000006,79.0,7.67,0.215
1627.1,49.03,79.0,8.04,0.21
1627.2,49.57,79.0,8.059999999999999,0.215
1627.3,49.45,79.0,8.44,0.22
1627.4,49.04,79.0,8.49,0.22
1627.5,49.335,79.0,7.569999999999999,0.22
1627.6,49.035,79.0,6.69,0.18
1627.7,49.36,79.0,7.12,0.14
1627.8,48.885000000000005,79.0,7.275,0.155
1627.9,49.055,79.0,7.390000000000001,0.17
1628.0,49.285,79.0,7.18,0.17
1628.1,48.915,79.0,7.685,0.18
1628.2,48.815,79.0,7.734999999999999,0.18
1628.3,49.065,79.0,7.84,0.18
1628.4,48.915,79.0,8.315,0.18
1628.5,49.065,79.0,8.425,0.18
1628.6,48.59,79.0,8.86,0.18
1628.7,48.655,79.0,9.125,0.17
1628.8,48.08,79.0,9.38,0.17
1628.9,48.71,79.0,6.695,0.15
1629.0,48.855,79.0,6.895,0.145
1629.1,48.685,79.0,7.390000000000001,0.14
1629.2,48.51,79.0,7.8,0.16
1629.3,48.595,79.0,7.955,0.18
1629.4,48.405,79.0,7.640000000000001,0.18
1629.5,48.52,79.0,7.605,0.18
1629.6,48.265,79.0,7.375,0.175
1629.7,48.49,79.0,7.65,0.17
1629.8,48.285,79.0,7.48,0.17
1629.9,48.26,79.0,7.32,0.18
1630.0,48.245000000000005,79.0,7.13,0.18
1630.1,48.18,79.0,7.35,0.18
1630.2,48.04,79.0,7.24,0.18
1630.3,48.12,79.0,7.255,0.18
1630.4,48.07,79.0,7.1850000000000005,0.175
1630.5,48.36,79.0,7.1,0.17
1630.6,48.150000000000006,79.0,6.98,0.18
1630.7,48.095,79.0,6.725,0.19
